
GrupoA

~/ensino/private/comp/e2/GrupoA ~/ensino/private/comp/e2
mkdir -p ./build
bison  --defines=./build/parser.h --output=./build/parser.c src/parser.y
flex -i -I -c -o build/lex_scanner.c ./src/scanner.l
gcc    -c -o build/lex_scanner.o build/lex_scanner.c
gcc    -c -o build/parser.o build/parser.c
gcc -g -Wall -I./include -I./build -lfl -c -o build/main.o src/main.c
gcc -g -Wall -I./include -I./build -lfl -o etapa2 build/lex_scanner.o build/parser.o build/main.o
GrupoK - asl65 - 0 - "Programa Ok! "
GrupoK - asl66 - 0 - "Programa Ok! "
GrupoK - asl67 - 1 - "Linha 5: > syntax error, unexpected TK_PR_DO, expecting '}' "
GrupoK - asl68 - 1 - "Linha 4: > syntax error, unexpected TK_PR_OUTPUT, expecting TK_IDENTIFICADOR "
GrupoK - asl69 - 1 - "Linha 4: > syntax error, unexpected TK_PR_CASE, expecting TK_IDENTIFICADOR "
GrupoK - asl70 - 1 - "Linha 6: > syntax error, unexpected TK_PR_SWITCH, expecting '}' "
GrupoK - asl71 - 1 - "Linha 6: > syntax error, unexpected TK_PR_DO, expecting '}' "
GrupoK - asl72 - 1 - "Linha 5: > syntax error, unexpected '%', expecting ';' "
GrupoK - asl73 - 1 - "Linha 5: > syntax error, unexpected '%', expecting ';' "
GrupoK - asl74 - 1 - "Linha 5: > syntax error, unexpected '%', expecting ';' "
GrupoK - asl75 - 1 - "Linha 5: > syntax error, unexpected '>' "
GrupoK - asl76 - 0 - "Programa Ok! "
GrupoK - asl77 - 0 - "Programa Ok! "
GrupoK - asl78 - 0 - "Programa Ok! "
GrupoK - asl79 - 0 - "Programa Ok! "
GrupoK - asl80 - 0 - "Programa Ok! "
GrupoK - asl81 - 0 - "Programa Ok! "
GrupoK - asl82 - 1 - "Linha 2: > syntax error, unexpected ';', expecting TK_IDENTIFICADOR "
GrupoK - asl83 - 1 - "Linha 2: > syntax error, unexpected ';', expecting end of file "
GrupoK - asl84 - 1 - "Linha 3: > syntax error, unexpected TK_PR_FLOAT, expecting '{' "
GrupoK - asl85 - 1 - "Linha 4: > syntax error, unexpected ';', expecting '}' "
GrupoK - asl86 - 0 - "Programa Ok! "
GrupoK - asl87 - 1 - "Linha 6: > syntax error, unexpected TK_IDENTIFICADOR, expecting end of file "
GrupoK - asl88 - 1 - "Linha 6: > syntax error, unexpected '}', expecting '{' "
GrupoK - asl89 - 1 - "Linha 4: > syntax error, unexpected ';' "
GrupoK - asl90 - 1 - "Linha 7: > syntax error, unexpected ',', expecting ';' "
GrupoK - asl91 - 1 - "Linha 7: > syntax error, unexpected ',', expecting ';' "
GrupoK - asl92 - 1 - "Linha 4: > syntax error, unexpected '[', expecting ';' "
GrupoK - asl93 - 1 - "Linha 4: > syntax error, unexpected '=', expecting ';' "
GrupoK - asl94 - 1 - "Linha 4: > syntax error, unexpected TK_PR_DO "
GrupoK - asl95 - 1 - "Linha 2: > syntax error, unexpected TK_PR_CLASS, expecting end of file "
GrupoK - asl96 - 1 - "Linha 2: > syntax error, unexpected TK_PR_CLASS, expecting end of file "
GrupoK - asl97 - 1 - "Linha 2: > syntax error, unexpected TK_PR_CLASS, expecting end of file "
GrupoK - asl98 - 1 - "Linha 2: > syntax error, unexpected ']', expecting TK_LIT_INT "
GrupoK - asl99 - 1 - "Linha 2: > syntax error, unexpected '[', expecting TK_IDENTIFICADOR "
GrupoK - asl100 - 1 - "Linha 2: > syntax error, unexpected TK_IDENTIFICADOR, expecting end of file "
GrupoK - asl101 - 1 - "Linha 2: > syntax error, unexpected TK_PR_STATIC, expecting ')' "
GrupoK - asl102 - 1 - "Linha 2: > syntax error, unexpected TK_PR_CONST, expecting end of file "
GrupoK - asl103 - 0 - "Programa Ok! "
GrupoK - asl104 - 1 - "Linha 2: > syntax error, unexpected '[', expecting ')' "
GrupoK - asl105 - 1 - "Linha 2: > syntax error, unexpected '(', expecting ';' "
GrupoK - asl106 - 1 - "Linha 2: > syntax error, unexpected TK_PR_CLASS, expecting end of file "
GrupoK - asl107 - 1 - "Linha 2: > syntax error, unexpected TK_PR_CLASS, expecting end of file "
GrupoK - asl108 - 1 - "Linha 2: > syntax error, unexpected TK_PR_CLASS, expecting end of file "
GrupoK - asl109 - 1 - "Linha 2: > syntax error, unexpected TK_PR_CLASS "
GrupoK - asl110 - 1 - "Linha 2: > syntax error, unexpected TK_PR_CLASS, expecting end of file "
GrupoK - asl111 - 1 - "Linha 2: > syntax error, unexpected TK_PR_CLASS, expecting end of file "
GrupoK - asl112 - 1 - "Linha 2: > syntax error, unexpected TK_PR_CLASS, expecting end of file "
GrupoK - asl113 - 1 - "Linha 2: > syntax error, unexpected TK_PR_CLASS, expecting end of file "
GrupoK - asl114 - 0 - "Programa Ok! "
GrupoK - asl115 - 1 - "Linha 4: > syntax error, unexpected '=', expecting ';' "
GrupoK - asl116 - 1 - "Linha 4: > syntax error, unexpected TK_OC_LE "
GrupoK - asl117 - 1 - "Linha 3: > syntax error, unexpected TK_IDENTIFICADOR "
GrupoK - asl118 - 1 - "Linha 3: > syntax error, unexpected TK_IDENTIFICADOR "
GrupoK - asl119 - 1 - "Linha 4: > syntax error, unexpected ';', expecting TK_IDENTIFICADOR "
GrupoK - asl120 - 0 - "Programa Ok! "
GrupoK - asl121 - 1 - "Linha 4: > syntax error, unexpected TK_LIT_INT, expecting '}' "
GrupoK - asl122 - 1 - "Linha 4: > syntax error, unexpected '{', expecting TK_PR_DO "
GrupoK - asl123 - 1 - "Linha 4: > syntax error, unexpected ')' "
GrupoK - asl124 - 1 - "Linha 6: > syntax error, unexpected TK_PR_WHILE, expecting ';' "
GrupoK - asl125 - 1 - "Linha 4: > syntax error, unexpected ';' "
GrupoK - asl126 - 1 - "Linha 4: > syntax error, unexpected TK_PR_SWITCH, expecting '}' "
GrupoK - asl127 - 1 - "Linha 4: > syntax error, unexpected TK_PR_SWITCH, expecting '}' "
GrupoK - asl128 - 1 - "Linha 4: > syntax error, unexpected TK_LIT_INT, expecting '(' "
GrupoK - asl129 - 0 - "Programa Ok! "
GrupoK - asl130 - 1 - "Linha 5: > syntax error, unexpected TK_IDENTIFICADOR, expecting '{' "
GrupoK - asl131 - 1 - "Linha 3: > syntax error, unexpected TK_PR_FOREACH, expecting '}' "
GrupoK - asl132 - 1 - "Linha 3: > syntax error, unexpected TK_PR_FOREACH, expecting '}' "
GrupoK - asl133 - 1 - "Linha 3: > syntax error, unexpected ':', expecting TK_IDENTIFICADOR "
GrupoK - asl134 - 1 - "Linha 3: > syntax error, unexpected '+' "
GrupoK - asl135 - 1 - "Linha 3: > syntax error, unexpected ')' "
GrupoK - asl136 - 1 - "Linha 3: > syntax error, unexpected ';' "
GrupoK - asl137 - 1 - "Linha 3: > syntax error, unexpected '+', expecting ';' "
GrupoK - asl138 - 0 - "Programa Ok! "
GrupoK - asl139 - 0 - "Programa Ok! "
GrupoK - asl140 - 0 - "Programa Ok! "
GrupoK - asl141 - 0 - "Programa Ok! "
GrupoK - asl142 - 0 - "Programa Ok! "
GrupoK - asl143 - 0 - "Programa Ok! "
GrupoK - asl144 - 0 - "Programa Ok! "
GrupoK - asl145 - 0 - "Programa Ok! "
GrupoK - asl146 - 0 - "Programa Ok! "
GrupoK - asl147 - 0 - "Programa Ok! "
GrupoK - asl148 - 0 - "Programa Ok! "
GrupoK - asl149 - 0 - "Programa Ok! "
GrupoK - asl150 - 0 - "Programa Ok! "
GrupoK - asl151 - 1 - "Linha 3: > syntax error, unexpected ',', expecting ';' "
GrupoK - asl152 - 1 - "Linha 3: > syntax error, unexpected ',', expecting ';' "
GrupoK - asl153 - 1 - "Linha 3: > syntax error, unexpected ',', expecting ';' "
GrupoK - asl154 - 1 - "Linha 3: > syntax error, unexpected ',', expecting ';' "
GrupoK - asl155 - 1 - "Linha 3: > syntax error, unexpected TK_IDENTIFICADOR, expecting ';' "
GrupoK - asl156 - 1 - "Linha 3: > syntax error, unexpected TK_IDENTIFICADOR, expecting ';' "
GrupoK - asl157 - 0 - "Programa Ok! "
GrupoK - asl158 - 0 - "Programa Ok! "
GrupoK - asl159 - 1 - "Linha 2: > syntax error, unexpected ' ', expecting TK_LIT_INT "
GrupoK - asl160 - 0 - "Programa Ok! "
GrupoK - asl161 - 0 - "Programa Ok! "
GrupoK - asl162 - 0 - "Programa Ok! "
GrupoK - asl163 - 0 - "Programa Ok! "
GrupoK - asl164 - 1 - "Linha 4: > syntax error, unexpected ';', expecting '}' "
GrupoK - asl165 - 1 - "Linha 4: > syntax error, unexpected ';', expecting ':' "
GrupoK - asl166 - 0 - "Programa Ok! "
GrupoK - asl167 - 0 - "Programa Ok! "
GrupoK - asl168 - 0 - "Programa Ok! "
GrupoK - asl169 - 1 - "Linha 4: > syntax error, unexpected TK_LIT_INT, expecting ';' "
~/ensino/private/comp/e2

GrupoL

~/ensino/private/comp/e2/GrupoL ~/ensino/private/comp/e2
bison -d parser.y
flex scanner.l
gcc -c lex.yy.c
gcc -c parser.tab.c
gcc -c main.c
gcc -o etapa2 lex.yy.o parser.tab.o main.o -lfl
GrupoL - asl01 - 1 - "syntax error na linha 3 "
GrupoL - asl02 - 1 - "syntax error na linha 3 "
GrupoL - asl03 - 1 - "syntax error na linha 3 "
GrupoL - asl04 - 1 - "syntax error na linha 3 "
GrupoL - asl05 - 1 - "syntax error na linha 3 "
GrupoL - asl06 - 1 - "syntax error na linha 3 "
GrupoL - asl07 - 1 - "syntax error na linha 3 "
GrupoL - asl08 - 1 - "syntax error na linha 3 "
GrupoL - asl09 - 1 - "syntax error na linha 2 "
GrupoL - asl10 - 1 - "syntax error na linha 2 "
GrupoL - asl11 - 1 - "syntax error na linha 3 "
GrupoL - asl12 - 1 - "syntax error na linha 2 "
GrupoL - asl13 - 1 - "syntax error na linha 2 "
GrupoL - asl14 - 1 - "syntax error na linha 4 "
GrupoL - asl15 - 1 - "syntax error na linha 2 "
GrupoL - asl16 - 1 - "syntax error na linha 2 "
GrupoL - asl17 - 1 - "syntax error na linha 2 "
GrupoL - asl18 - 1 - "syntax error na linha 2 "
GrupoL - asl19 - 1 - "syntax error na linha 2 "
GrupoL - asl20 - 1 - "syntax error na linha 2 "
GrupoL - asl21 - 1 - "syntax error na linha 2 "
GrupoL - asl22 - 1 - "syntax error na linha 2 "
GrupoL - asl23 - 1 - "syntax error na linha 2 "
GrupoL - asl24 - 1 - "syntax error na linha 2 "
GrupoL - asl25 - 1 - "syntax error na linha 5 "
GrupoL - asl26 - 0 - ""
GrupoL - asl27 - 1 - "syntax error na linha 5 "
GrupoL - asl28 - 1 - "syntax error na linha 5 "
GrupoL - asl29 - 1 - "syntax error na linha 2 "
GrupoL - asl30 - 1 - "syntax error na linha 5 "
GrupoL - asl31 - 1 - "syntax error na linha 6 "
GrupoL - asl32 - 1 - "syntax error na linha 10 "
GrupoL - asl33 - 1 - "syntax error na linha 6 "
GrupoL - asl34 - 1 - "syntax error na linha 5 "
GrupoL - asl35 - 1 - "syntax error na linha 6 "
GrupoL - asl36 - 1 - "syntax error na linha 6 "
GrupoL - asl37 - 1 - "syntax error na linha 5 "
GrupoL - asl38 - 1 - "syntax error na linha 5 "
GrupoL - asl39 - 1 - "syntax error na linha 5 "
GrupoL - asl40 - 1 - "syntax error na linha 4 "
GrupoL - asl41 - 1 - "syntax error na linha 6 "
GrupoL - asl42 - 1 - "syntax error na linha 6 "
GrupoL - asl43 - 1 - "syntax error na linha 6 "
GrupoL - asl44 - 1 - "syntax error na linha 7 "
GrupoL - asl45 - 1 - "syntax error na linha 2 "
GrupoL - asl46 - 1 - "syntax error na linha 7 "
GrupoL - asl47 - 1 - "syntax error na linha 7 "
GrupoL - asl48 - 1 - "syntax error na linha 9 "
GrupoL - asl49 - 1 - "syntax error na linha 2 "
GrupoL - asl50 - 1 - "syntax error na linha 7 "
GrupoL - asl51 - 1 - "syntax error na linha 9 "
GrupoL - asl52 - 1 - "syntax error na linha 7 "
GrupoL - asl53 - 1 - "syntax error na linha 6 "
GrupoL - asl54 - 1 - "syntax error na linha 8 "
GrupoL - asl55 - 1 - "syntax error na linha 5 "
GrupoL - asl56 - 1 - "syntax error na linha 7 "
GrupoL - asl57 - 1 - "syntax error na linha 7 "
GrupoL - asl58 - 1 - "syntax error na linha 7 "
GrupoL - asl59 - 1 - "syntax error na linha 6 "
GrupoL - asl60 - 1 - "syntax error na linha 5 "
GrupoL - asl61 - 1 - "syntax error na linha 4 "
GrupoL - asl62 - 1 - "syntax error na linha 5 "
GrupoL - asl63 - 1 - "syntax error na linha 8 "
GrupoL - asl64 - 1 - "syntax error na linha 6 "
GrupoL - asl65 - 1 - "syntax error na linha 8 "
GrupoL - asl66 - 1 - "syntax error na linha 7 "
GrupoL - asl67 - 1 - "syntax error na linha 5 "
GrupoL - asl68 - 1 - "syntax error na linha 4 "
GrupoL - asl69 - 1 - "syntax error na linha 4 "
GrupoL - asl70 - 1 - "syntax error na linha 6 "
GrupoL - asl71 - 1 - "syntax error na linha 6 "
GrupoL - asl72 - 1 - "syntax error na linha 5 "
GrupoL - asl73 - 1 - "syntax error na linha 5 "
GrupoL - asl74 - 1 - "syntax error na linha 5 "
GrupoL - asl75 - 1 - "syntax error na linha 5 "
GrupoL - asl76 - 1 - "syntax error na linha 9 "
GrupoL - asl77 - 1 - "syntax error na linha 6 "
GrupoL - asl78 - 1 - "syntax error na linha 6 "
GrupoL - asl79 - 1 - "syntax error na linha 7 "
GrupoL - asl80 - 1 - "syntax error na linha 4 "
GrupoL - asl81 - 1 - "syntax error na linha 9 "
GrupoL - asl82 - 1 - "syntax error na linha 2 "
GrupoL - asl83 - 0 - ""
GrupoL - asl84 - 1 - "syntax error na linha 3 "
GrupoL - asl85 - 1 - "syntax error na linha 4 "
GrupoL - asl86 - 1 - "syntax error na linha 2 "
GrupoL - asl87 - 1 - "syntax error na linha 6 "
GrupoL - asl88 - 1 - "syntax error na linha 6 "
GrupoL - asl89 - 1 - "syntax error na linha 4 "
GrupoL - asl90 - 1 - "syntax error na linha 7 "
GrupoL - asl91 - 1 - "syntax error na linha 7 "
GrupoL - asl92 - 1 - "syntax error na linha 4 "
GrupoL - asl93 - 1 - "syntax error na linha 4 "
GrupoL - asl94 - 1 - "syntax error na linha 4 "
GrupoL - asl95 - 1 - "syntax error na linha 2 "
GrupoL - asl96 - 1 - "syntax error na linha 2 "
GrupoL - asl97 - 1 - "syntax error na linha 2 "
GrupoL - asl98 - 1 - "syntax error na linha 2 "
GrupoL - asl99 - 1 - "syntax error na linha 2 "
GrupoL - asl100 - 1 - "syntax error na linha 2 "
GrupoL - asl101 - 1 - "syntax error na linha 2 "
GrupoL - asl102 - 1 - "syntax error na linha 2 "
GrupoL - asl103 - 1 - "syntax error na linha 6 "
GrupoL - asl104 - 1 - "syntax error na linha 2 "
GrupoL - asl105 - 1 - "syntax error na linha 2 "
GrupoL - asl106 - 1 - "syntax error na linha 2 "
GrupoL - asl107 - 1 - "syntax error na linha 2 "
GrupoL - asl108 - 1 - "syntax error na linha 2 "
GrupoL - asl109 - 1 - "syntax error na linha 2 "
GrupoL - asl110 - 1 - "syntax error na linha 2 "
GrupoL - asl111 - 1 - "syntax error na linha 2 "
GrupoL - asl112 - 1 - "syntax error na linha 2 "
GrupoL - asl113 - 1 - "syntax error na linha 2 "
GrupoL - asl114 - 1 - "syntax error na linha 2 "
GrupoL - asl115 - 1 - "syntax error na linha 4 "
GrupoL - asl116 - 1 - "syntax error na linha 5 "
GrupoL - asl117 - 1 - "syntax error na linha 3 "
GrupoL - asl118 - 1 - "syntax error na linha 3 "
GrupoL - asl119 - 1 - "syntax error na linha 4 "
GrupoL - asl120 - 1 - "syntax error na linha 6 "
GrupoL - asl121 - 1 - "syntax error na linha 4 "
GrupoL - asl122 - 1 - "syntax error na linha 4 "
GrupoL - asl123 - 1 - "syntax error na linha 4 "
GrupoL - asl124 - 1 - "syntax error na linha 6 "
GrupoL - asl125 - 1 - "syntax error na linha 4 "
GrupoL - asl126 - 1 - "syntax error na linha 4 "
GrupoL - asl127 - 1 - "syntax error na linha 4 "
GrupoL - asl128 - 1 - "syntax error na linha 4 "
GrupoL - asl129 - 1 - "syntax error na linha 7 "
GrupoL - asl130 - 1 - "syntax error na linha 5 "
GrupoL - asl131 - 1 - "syntax error na linha 3 "
GrupoL - asl132 - 1 - "syntax error na linha 3 "
GrupoL - asl133 - 1 - "syntax error na linha 3 "
GrupoL - asl134 - 1 - "syntax error na linha 4 "
GrupoL - asl135 - 1 - "syntax error na linha 3 "
GrupoL - asl136 - 1 - "syntax error na linha 3 "
GrupoL - asl137 - 1 - "syntax error na linha 3 "
GrupoL - asl138 - 1 - "syntax error na linha 5 "
GrupoL - asl139 - 1 - "syntax error na linha 5 "
GrupoL - asl140 - 1 - "syntax error na linha 5 "
GrupoL - asl141 - 1 - "syntax error na linha 5 "
GrupoL - asl142 - 1 - "syntax error na linha 5 "
GrupoL - asl143 - 1 - "syntax error na linha 5 "
GrupoL - asl144 - 1 - "syntax error na linha 5 "
GrupoL - asl145 - 1 - "syntax error na linha 5 "
GrupoL - asl146 - 1 - "syntax error na linha 5 "
GrupoL - asl147 - 1 - "syntax error na linha 5 "
GrupoL - asl148 - 1 - "syntax error na linha 5 "
GrupoL - asl149 - 1 - "syntax error na linha 5 "
GrupoL - asl150 - 1 - "syntax error na linha 5 "
GrupoL - asl151 - 1 - "syntax error na linha 5 "
GrupoL - asl152 - 1 - "syntax error na linha 3 "
GrupoL - asl153 - 1 - "syntax error na linha 5 "
GrupoL - asl154 - 1 - "syntax error na linha 5 "
GrupoL - asl155 - 1 - "syntax error na linha 3 "
GrupoL - asl156 - 1 - "syntax error na linha 3 "
GrupoL - asl157 - 1 - "syntax error na linha 5 "
GrupoL - asl158 - 1 - "syntax error na linha 5 "
GrupoL - asl159 - 1 - "syntax error na linha 3 "
GrupoL - asl160 - 1 - "syntax error na linha 5 "
GrupoL - asl161 - 1 - "syntax error na linha 5 "
GrupoL - asl162 - 1 - "syntax error na linha 8 "
GrupoL - asl163 - 1 - "syntax error na linha 4 "
GrupoL - asl164 - 1 - "syntax error na linha 4 "
GrupoL - asl165 - 1 - "syntax error na linha 4 "
GrupoL - asl166 - 1 - "syntax error na linha 7 "
GrupoL - asl167 - 1 - "syntax error na linha 4 "
GrupoL - asl168 - 1 - "syntax error na linha 5 "
GrupoL - asl169 - 1 - "syntax error na linha 4 "
~/ensino/private/comp/e2

GrupoM

~/ensino/private/comp/e2/GrupoM ~/ensino/private/comp/e2
bison -d parser.y
lex  scanner.l 
gcc -O3 -c lex.yy.c parser.tab.c main.c
gcc -O3 -o etapa2 lex.yy.o parser.tab.o main.o
rm *.o lex.yy.c parser.tab.c parser.tab.h
GrupoM - asl01 - 0 - ""
GrupoM - asl02 - 0 - ""
GrupoM - asl03 - 0 - ""
GrupoM - asl04 - 0 - ""
GrupoM - asl05 - 0 - ""
GrupoM - asl06 - 0 - ""
GrupoM - asl07 - 0 - ""
GrupoM - asl08 - 0 - ""
GrupoM - asl09 - 1 - "syntax error (line: 2) "
GrupoM - asl10 - 1 - "syntax error (line: 2) "
GrupoM - asl11 - 1 - "syntax error (line: 3) "
GrupoM - asl12 - 1 - "syntax error (line: 2) "
GrupoM - asl13 - 1 - "syntax error (line: 2) "
GrupoM - asl14 - 1 - "syntax error (line: 4) "
GrupoM - asl15 - 1 - "syntax error (line: 2) "
GrupoM - asl16 - 1 - "syntax error (line: 2) "
GrupoM - asl17 - 1 - "syntax error (line: 2) "
GrupoM - asl18 - 1 - "syntax error (line: 2) "
GrupoM - asl19 - 1 - "syntax error (line: 2) "
GrupoM - asl20 - 1 - "syntax error (line: 2) "
GrupoM - asl21 - 1 - "syntax error (line: 2) "
GrupoM - asl22 - 1 - "syntax error (line: 2) "
GrupoM - asl23 - 1 - "syntax error (line: 2) "
GrupoM - asl24 - 1 - "syntax error (line: 2) "
GrupoM - asl25 - 0 - ""
GrupoM - asl26 - 1 - "syntax error (line: 4) "
GrupoM - asl27 - 0 - ""
GrupoM - asl28 - 0 - ""
GrupoM - asl29 - 1 - "syntax error (line: 2) "
GrupoM - asl30 - 0 - ""
GrupoM - asl31 - 0 - ""
GrupoM - asl32 - 0 - ""
GrupoM - asl33 - 0 - ""
GrupoM - asl34 - 1 - "syntax error (line: 5) "
GrupoM - asl35 - 0 - ""
GrupoM - asl36 - 0 - ""
GrupoM - asl37 - 0 - ""
GrupoM - asl38 - 0 - ""
GrupoM - asl39 - 0 - ""
GrupoM - asl40 - 1 - "syntax error (line: 4) "
GrupoM - asl41 - 0 - ""
GrupoM - asl42 - 0 - ""
GrupoM - asl43 - 0 - ""
GrupoM - asl44 - 0 - ""
GrupoM - asl45 - 1 - "syntax error (line: 2) "
GrupoM - asl46 - 0 - ""
GrupoM - asl47 - 0 - ""
GrupoM - asl48 - 0 - ""
GrupoM - asl49 - 1 - "syntax error (line: 2) "
GrupoM - asl50 - 0 - ""
GrupoM - asl51 - 0 - ""
GrupoM - asl52 - 1 - "syntax error (line: 7) "
GrupoM - asl53 - 0 - ""
GrupoM - asl54 - 0 - ""
GrupoM - asl55 - 1 - "syntax error (line: 5) "
GrupoM - asl56 - 0 - ""
GrupoM - asl57 - 0 - ""
GrupoM - asl58 - 0 - ""
GrupoM - asl59 - 0 - ""
GrupoM - asl60 - 0 - ""
GrupoM - asl61 - 1 - "syntax error (line: 4) "
GrupoM - asl62 - 0 - ""
GrupoM - asl63 - 0 - ""
GrupoM - asl64 - 1 - "syntax error (line: 6) "
GrupoM - asl65 - 0 - ""
GrupoM - asl66 - 0 - ""
GrupoM - asl67 - 1 - "syntax error (line: 5) "
GrupoM - asl68 - 1 - "syntax error (line: 4) "
GrupoM - asl69 - 1 - "syntax error (line: 4) "
GrupoM - asl70 - 1 - "syntax error (line: 6) "
GrupoM - asl71 - 1 - "syntax error (line: 6) "
GrupoM - asl72 - 1 - "syntax error (line: 5) "
GrupoM - asl73 - 1 - "syntax error (line: 5) "
GrupoM - asl74 - 1 - "syntax error (line: 5) "
GrupoM - asl75 - 1 - "syntax error (line: 5) "
GrupoM - asl76 - 0 - ""
GrupoM - asl77 - 0 - ""
GrupoM - asl78 - 0 - ""
GrupoM - asl79 - 0 - ""
GrupoM - asl80 - 0 - ""
GrupoM - asl81 - 0 - ""
GrupoM - asl82 - 1 - "syntax error (line: 2) "
GrupoM - asl83 - 1 - "syntax error (line: 2) "
GrupoM - asl84 - 1 - "syntax error (line: 3) "
GrupoM - asl85 - 1 - "syntax error (line: 4) "
GrupoM - asl86 - 1 - "syntax error (line: 2) "
GrupoM - asl87 - 1 - "syntax error (line: 6) "
GrupoM - asl88 - 1 - "syntax error (line: 6) "
GrupoM - asl89 - 1 - "syntax error (line: 4) "
GrupoM - asl90 - 1 - "syntax error (line: 7) "
GrupoM - asl91 - 1 - "syntax error (line: 7) "
GrupoM - asl92 - 1 - "syntax error (line: 4) "
GrupoM - asl93 - 1 - "syntax error (line: 4) "
GrupoM - asl94 - 1 - "syntax error (line: 4) "
GrupoM - asl95 - 1 - "syntax error (line: 2) "
GrupoM - asl96 - 1 - "syntax error (line: 2) "
GrupoM - asl97 - 1 - "syntax error (line: 2) "
GrupoM - asl98 - 1 - "syntax error (line: 2) "
GrupoM - asl99 - 1 - "syntax error (line: 2) "
GrupoM - asl100 - 1 - "syntax error (line: 2) "
GrupoM - asl101 - 1 - "syntax error (line: 2) "
GrupoM - asl102 - 1 - "syntax error (line: 2) "
GrupoM - asl103 - 0 - ""
GrupoM - asl104 - 1 - "syntax error (line: 2) "
GrupoM - asl105 - 1 - "syntax error (line: 2) "
GrupoM - asl106 - 1 - "syntax error (line: 2) "
GrupoM - asl107 - 1 - "syntax error (line: 2) "
GrupoM - asl108 - 1 - "syntax error (line: 2) "
GrupoM - asl109 - 1 - "syntax error (line: 2) "
GrupoM - asl110 - 1 - "syntax error (line: 2) "
GrupoM - asl111 - 1 - "syntax error (line: 2) "
GrupoM - asl112 - 1 - "syntax error (line: 2) "
GrupoM - asl113 - 1 - "syntax error (line: 2) "
GrupoM - asl114 - 0 - ""
GrupoM - asl115 - 1 - "syntax error (line: 4) "
GrupoM - asl116 - 1 - "syntax error (line: 4) "
GrupoM - asl117 - 1 - "syntax error (line: 3) "
GrupoM - asl118 - 1 - "syntax error (line: 3) "
GrupoM - asl119 - 1 - "syntax error (line: 4) "
GrupoM - asl120 - 0 - ""
GrupoM - asl121 - 1 - "syntax error (line: 4) "
GrupoM - asl122 - 1 - "syntax error (line: 4) "
GrupoM - asl123 - 1 - "syntax error (line: 4) "
GrupoM - asl124 - 1 - "syntax error (line: 6) "
GrupoM - asl125 - 1 - "syntax error (line: 4) "
GrupoM - asl126 - 1 - "syntax error (line: 4) "
GrupoM - asl127 - 1 - "syntax error (line: 4) "
GrupoM - asl128 - 1 - "syntax error (line: 4) "
GrupoM - asl129 - 0 - ""
GrupoM - asl130 - 1 - "syntax error (line: 5) "
GrupoM - asl131 - 1 - "syntax error (line: 3) "
GrupoM - asl132 - 1 - "syntax error (line: 3) "
GrupoM - asl133 - 1 - "syntax error (line: 3) "
GrupoM - asl134 - 1 - "syntax error (line: 3) "
GrupoM - asl135 - 1 - "syntax error (line: 3) "
GrupoM - asl136 - 1 - "syntax error (line: 3) "
GrupoM - asl137 - 1 - "syntax error (line: 3) "
GrupoM - asl138 - 0 - ""
GrupoM - asl139 - 0 - ""
GrupoM - asl140 - 0 - ""
GrupoM - asl141 - 0 - ""
GrupoM - asl142 - 0 - ""
GrupoM - asl143 - 0 - ""
GrupoM - asl144 - 0 - ""
GrupoM - asl145 - 0 - ""
GrupoM - asl146 - 0 - ""
GrupoM - asl147 - 0 - ""
GrupoM - asl148 - 0 - ""
GrupoM - asl149 - 0 - ""
GrupoM - asl150 - 0 - ""
GrupoM - asl151 - 0 - ""
GrupoM - asl152 - 1 - "syntax error (line: 3) "
GrupoM - asl153 - 0 - ""
GrupoM - asl154 - 0 - ""
GrupoM - asl155 - 1 - "syntax error (line: 3) "
GrupoM - asl156 - 1 - "syntax error (line: 3) "
GrupoM - asl157 - 0 - ""
GrupoM - asl158 - 0 - ""
GrupoM - asl159 - 1 - "syntax error (line: 2) "
GrupoM - asl160 - 0 - ""
GrupoM - asl161 - 0 - ""
GrupoM - asl162 - 0 - ""
GrupoM - asl163 - 0 - ""
GrupoM - asl164 - 1 - "syntax error (line: 4) "
GrupoM - asl165 - 1 - "syntax error (line: 4) "
GrupoM - asl166 - 0 - ""
GrupoM - asl167 - 0 - ""
GrupoM - asl168 - 0 - ""
GrupoM - asl169 - 1 - "syntax error (line: 4) "
~/ensino/private/comp/e2

GrupoN

~/ensino/private/comp/e2/GrupoN ~/ensino/private/comp/e2
bison -d parser.y                  # bison -d parser.y
parser.y:7.1-14: warning: deprecated directive: ‘%error-verbose’, use ‘%define parse.error verbose’ [-Wdeprecated]
    7 | %error-verbose
      | ^~~~~~~~~~~~~~
      | %define parse.error verbose
parser.y: warning: fix-its can be applied.  Rerun with option '--update'. [-Wother]
flex scanner.l                       # flex scanner.l
gcc  -c lex.yy.c                       # gcc -c lex.yy.c
gcc  -c parser.tab.c                   # gcc -c parser.tab.c
gcc  -c main.c                         # gcc -c main.c
gcc  lex.yy.o parser.tab.o main.o -o etapa2 -lfl       # gcc lex.yy.o parser.tab.o main.o -o etapa2 -lfl
GrupoN - asl01 - 0 - ""
GrupoN - asl02 - 0 - ""
GrupoN - asl03 - 0 - ""
GrupoN - asl04 - 0 - ""
GrupoN - asl05 - 0 - ""
GrupoN - asl06 - 0 - ""
GrupoN - asl07 - 0 - ""
GrupoN - asl08 - 0 - ""
GrupoN - asl09 - 1 - "[Line 2] syntax error, unexpected TK_PR_CLASS "
