
GrupoA

~/ensino/private/comp/e2/GrupoA ~/ensino/private/comp/e2
mkdir -p ./build
bison  --defines=./build/parser.h --output=./build/parser.c src/parser.y
flex -i -I -c -o build/lex_scanner.c ./src/scanner.l
gcc    -c -o build/lex_scanner.o build/lex_scanner.c
gcc    -c -o build/parser.o build/parser.c
gcc -g -Wall -I./include -I./build -lfl -c -o build/main.o src/main.c
gcc -g -Wall -I./include -I./build -lfl -o etapa2 build/lex_scanner.o build/parser.o build/main.o
GrupoF - asl18 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl19 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl20 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl21 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl22 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl23 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl24 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl25 - 0 - ""
GrupoF - asl26 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl27 - 0 - ""
GrupoF - asl28 - 0 - ""
GrupoF - asl29 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl30 - 0 - ""
GrupoF - asl31 - 0 - ""
GrupoF - asl32 - 0 - ""
GrupoF - asl33 - 0 - ""
GrupoF - asl34 - 1 - "Erro de sintaxe na linha 5 "
GrupoF - asl35 - 0 - ""
GrupoF - asl36 - 0 - ""
GrupoF - asl37 - 0 - ""
GrupoF - asl38 - 0 - ""
GrupoF - asl39 - 0 - ""
GrupoF - asl40 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl41 - 0 - ""
GrupoF - asl42 - 0 - ""
GrupoF - asl43 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl44 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl45 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl46 - 0 - ""
GrupoF - asl47 - 0 - ""
GrupoF - asl48 - 0 - ""
GrupoF - asl49 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl50 - 0 - ""
GrupoF - asl51 - 0 - ""
GrupoF - asl52 - 1 - "Erro de sintaxe na linha 7 "
GrupoF - asl53 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl54 - 1 - "Erro de sintaxe na linha 6 "
GrupoF - asl55 - 1 - "Erro de sintaxe na linha 5 "
GrupoF - asl56 - 0 - ""
GrupoF - asl57 - 0 - ""
GrupoF - asl58 - 0 - ""
GrupoF - asl59 - 0 - ""
GrupoF - asl60 - 0 - ""
GrupoF - asl61 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl62 - 0 - ""
GrupoF - asl63 - 0 - ""
GrupoF - asl64 - 1 - "Erro de sintaxe na linha 6 "
GrupoF - asl65 - 0 - ""
GrupoF - asl66 - 0 - ""
GrupoF - asl67 - 1 - "Erro de sintaxe na linha 5 "
GrupoF - asl68 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl69 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl70 - 1 - "Erro de sintaxe na linha 6 "
GrupoF - asl71 - 1 - "Erro de sintaxe na linha 6 "
GrupoF - asl72 - 1 - "Erro de sintaxe na linha 5 "
GrupoF - asl73 - 1 - "Erro de sintaxe na linha 5 "
GrupoF - asl74 - 1 - "Erro de sintaxe na linha 5 "
GrupoF - asl75 - 1 - "Erro de sintaxe na linha 5 "
GrupoF - asl76 - 0 - ""
GrupoF - asl77 - 0 - ""
GrupoF - asl78 - 0 - ""
GrupoF - asl79 - 0 - ""
GrupoF - asl80 - 0 - ""
GrupoF - asl81 - 0 - ""
GrupoF - asl82 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl83 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl84 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl85 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl86 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl87 - 1 - "Erro de sintaxe na linha 6 "
GrupoF - asl88 - 1 - "Erro de sintaxe na linha 6 "
GrupoF - asl89 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl90 - 1 - "Erro de sintaxe na linha 7 "
GrupoF - asl91 - 1 - "Erro de sintaxe na linha 7 "
GrupoF - asl92 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl93 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl94 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl95 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl96 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl97 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl98 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl99 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl100 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl101 - 0 - ""
GrupoF - asl102 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl103 - 0 - ""
GrupoF - asl104 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl105 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl106 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl107 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl108 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl109 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl110 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl111 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl112 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl113 - 1 - "Erro de sintaxe na linha 2 "
GrupoF - asl114 - 0 - ""
GrupoF - asl115 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl116 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl117 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl118 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl119 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl120 - 0 - ""
GrupoF - asl121 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl122 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl123 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl124 - 1 - "Erro de sintaxe na linha 6 "
GrupoF - asl125 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl126 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl127 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl128 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl129 - 0 - ""
GrupoF - asl130 - 1 - "Erro de sintaxe na linha 5 "
GrupoF - asl131 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl132 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl133 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl134 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl135 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl136 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl137 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl138 - 0 - ""
GrupoF - asl139 - 0 - ""
GrupoF - asl140 - 0 - ""
GrupoF - asl141 - 0 - ""
GrupoF - asl142 - 0 - ""
GrupoF - asl143 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl144 - 0 - ""
GrupoF - asl145 - 0 - ""
GrupoF - asl146 - 0 - ""
GrupoF - asl147 - 0 - ""
GrupoF - asl148 - 0 - ""
GrupoF - asl149 - 0 - ""
GrupoF - asl150 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl151 - 0 - ""
GrupoF - asl152 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl153 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl154 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl155 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl156 - 1 - "Erro de sintaxe na linha 3 "
GrupoF - asl157 - 0 - ""
GrupoF - asl158 - 0 - ""
GrupoF - asl159 - 0 - ""
GrupoF - asl160 - 0 - ""
GrupoF - asl161 - 0 - ""
GrupoF - asl162 - 0 - ""
GrupoF - asl163 - 0 - ""
GrupoF - asl164 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl165 - 1 - "Erro de sintaxe na linha 4 "
GrupoF - asl166 - 0 - ""
GrupoF - asl167 - 0 - ""
GrupoF - asl168 - 0 - ""
GrupoF - asl169 - 1 - "Erro de sintaxe na linha 4 "
~/ensino/private/comp/e2

GrupoG

~/ensino/private/comp/e2/GrupoG ~/ensino/private/comp/e2
bison -d parser.y -v
flex scanner.l
gcc -c lex.yy.c parser.tab.c
gcc -c main.c
gcc parser.tab.o lex.yy.o main.o -o etapa2
GrupoG - asl01 - 0 - ""
GrupoG - asl02 - 0 - ""
GrupoG - asl03 - 0 - ""
GrupoG - asl04 - 0 - ""
GrupoG - asl05 - 0 - ""
GrupoG - asl06 - 0 - ""
GrupoG - asl07 - 0 - ""
GrupoG - asl08 - 0 - ""
GrupoG - asl09 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl10 - 1 - "Error Line: 2 syntax error, unexpected TK_IDENTIFICADOR "
GrupoG - asl11 - 1 - "Error Line: 3 syntax error, unexpected end of file, expecting ';' "
GrupoG - asl12 - 1 - "Error Line: 2 syntax error, unexpected TK_OC_LE, expecting ';' "
GrupoG - asl13 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl14 - 1 - "Error Line: 4 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl15 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl16 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl17 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl18 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl19 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl20 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl21 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl22 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl23 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl24 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl25 - 0 - ""
GrupoG - asl26 - 1 - "Error Line: 4 syntax error, unexpected ';' "
GrupoG - asl27 - 0 - ""
GrupoG - asl28 - 0 - ""
GrupoG - asl29 - 1 - "Error Line: 2 syntax error, unexpected '[', expecting ')' "
GrupoG - asl30 - 0 - ""
GrupoG - asl31 - 0 - ""
GrupoG - asl32 - 0 - ""
GrupoG - asl33 - 0 - ""
GrupoG - asl34 - 1 - "Error Line: 5 syntax error, unexpected TK_PR_INT, expecting ';' "
GrupoG - asl35 - 0 - ""
GrupoG - asl36 - 0 - ""
GrupoG - asl37 - 0 - ""
GrupoG - asl38 - 0 - ""
GrupoG - asl39 - 0 - ""
GrupoG - asl40 - 1 - "Error Line: 4 syntax error, unexpected '[', expecting ';' "
GrupoG - asl41 - 0 - ""
GrupoG - asl42 - 0 - ""
GrupoG - asl43 - 0 - ""
GrupoG - asl44 - 0 - ""
GrupoG - asl45 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl46 - 0 - ""
GrupoG - asl47 - 0 - ""
GrupoG - asl48 - 0 - ""
GrupoG - asl49 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl50 - 0 - ""
GrupoG - asl51 - 0 - ""
GrupoG - asl52 - 1 - "Error Line: 7 syntax error, unexpected '+', expecting ';' "
GrupoG - asl53 - 0 - ""
GrupoG - asl54 - 0 - ""
GrupoG - asl55 - 1 - "Error Line: 5 syntax error, unexpected invalid token, expecting ')' "
GrupoG - asl56 - 0 - ""
GrupoG - asl57 - 0 - ""
GrupoG - asl58 - 0 - ""
GrupoG - asl59 - 0 - ""
GrupoG - asl60 - 0 - ""
GrupoG - asl61 - 1 - "Error Line: 4 syntax error, unexpected TK_PR_CASE "
GrupoG - asl62 - 0 - ""
GrupoG - asl63 - 0 - ""
GrupoG - asl64 - 1 - "Error Line: 6 syntax error, unexpected TK_PR_FOREACH "
GrupoG - asl65 - 0 - ""
GrupoG - asl66 - 0 - ""
GrupoG - asl67 - 1 - "Error Line: 5 syntax error, unexpected TK_PR_DO "
GrupoG - asl68 - 1 - "Error Line: 4 syntax error, unexpected TK_PR_OUTPUT, expecting TK_IDENTIFICADOR "
GrupoG - asl69 - 1 - "Error Line: 4 syntax error, unexpected TK_PR_CASE, expecting TK_IDENTIFICADOR "
GrupoG - asl70 - 1 - "Error Line: 6 syntax error, unexpected TK_PR_SWITCH "
GrupoG - asl71 - 1 - "Error Line: 6 syntax error, unexpected TK_PR_DO "
GrupoG - asl72 - 1 - "Error Line: 5 syntax error, unexpected '%', expecting ';' "
GrupoG - asl73 - 1 - "Error Line: 5 syntax error, unexpected '%', expecting ';' "
GrupoG - asl74 - 1 - "Error Line: 5 syntax error, unexpected '%', expecting ';' "
GrupoG - asl75 - 1 - "Error Line: 5 syntax error, unexpected invalid token "
GrupoG - asl76 - 0 - ""
GrupoG - asl77 - 0 - ""
GrupoG - asl78 - 0 - ""
GrupoG - asl79 - 0 - ""
GrupoG - asl80 - 0 - ""
GrupoG - asl81 - 0 - ""
GrupoG - asl82 - 1 - "Error Line: 2 syntax error, unexpected ';', expecting TK_IDENTIFICADOR "
GrupoG - asl83 - 1 - "Error Line: 2 syntax error, unexpected ';' "
GrupoG - asl84 - 1 - "Error Line: 3 syntax error, unexpected TK_PR_FLOAT, expecting '{' "
GrupoG - asl85 - 1 - "Error Line: 4 syntax error, unexpected ';' "
GrupoG - asl86 - 0 - ""
GrupoG - asl87 - 1 - "Error Line: 6 syntax error, unexpected TK_IDENTIFICADOR "
GrupoG - asl88 - 1 - "Error Line: 6 syntax error, unexpected '}', expecting '{' "
GrupoG - asl89 - 1 - "Error Line: 4 syntax error, unexpected ';' "
GrupoG - asl90 - 1 - "Error Line: 7 syntax error, unexpected ',', expecting ';' "
GrupoG - asl91 - 1 - "Error Line: 7 syntax error, unexpected ',', expecting ';' "
GrupoG - asl92 - 1 - "Error Line: 4 syntax error, unexpected '[', expecting ';' "
GrupoG - asl93 - 1 - "Error Line: 4 syntax error, unexpected '=', expecting ';' "
GrupoG - asl94 - 1 - "Error Line: 4 syntax error, unexpected TK_PR_DO, expecting '?' or ')' "
GrupoG - asl95 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl96 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl97 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl98 - 1 - "Error Line: 2 syntax error, unexpected ']', expecting TK_LIT_INT "
GrupoG - asl99 - 1 - "Error Line: 2 syntax error, unexpected '[', expecting TK_IDENTIFICADOR "
GrupoG - asl100 - 1 - "Error Line: 2 syntax error, unexpected TK_IDENTIFICADOR "
GrupoG - asl101 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_STATIC "
GrupoG - asl102 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CONST "
GrupoG - asl103 - 0 - ""
GrupoG - asl104 - 1 - "Error Line: 2 syntax error, unexpected '[', expecting ')' "
GrupoG - asl105 - 1 - "Error Line: 2 syntax error, unexpected '(', expecting ';' "
GrupoG - asl106 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl107 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl108 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl109 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl110 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl111 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl112 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl113 - 1 - "Error Line: 2 syntax error, unexpected TK_PR_CLASS "
GrupoG - asl114 - 0 - ""
GrupoG - asl115 - 1 - "Error Line: 4 syntax error, unexpected '=', expecting ';' "
GrupoG - asl116 - 1 - "Error Line: 4 syntax error, unexpected TK_OC_LE "
GrupoG - asl117 - 1 - "Error Line: 3 syntax error, unexpected TK_IDENTIFICADOR "
GrupoG - asl118 - 1 - "Error Line: 3 syntax error, unexpected TK_IDENTIFICADOR "
GrupoG - asl119 - 1 - "Error Line: 4 syntax error, unexpected ';', expecting TK_IDENTIFICADOR "
GrupoG - asl120 - 0 - ""
GrupoG - asl121 - 1 - "Error Line: 4 syntax error, unexpected TK_LIT_INT "
GrupoG - asl122 - 1 - "Error Line: 4 syntax error, unexpected '{', expecting TK_PR_DO "
GrupoG - asl123 - 1 - "Error Line: 4 syntax error, unexpected ')' "
GrupoG - asl124 - 1 - "Error Line: 6 syntax error, unexpected TK_PR_WHILE, expecting ';' "
GrupoG - asl125 - 1 - "Error Line: 4 syntax error, unexpected ';' "
GrupoG - asl126 - 1 - "Error Line: 4 syntax error, unexpected TK_PR_SWITCH "
GrupoG - asl127 - 1 - "Error Line: 4 syntax error, unexpected TK_PR_SWITCH "
GrupoG - asl128 - 1 - "Error Line: 4 syntax error, unexpected TK_LIT_INT, expecting '(' "
GrupoG - asl129 - 0 - ""
GrupoG - asl130 - 1 - "Error Line: 5 syntax error, unexpected TK_IDENTIFICADOR, expecting '{' "
GrupoG - asl131 - 1 - "Error Line: 3 syntax error, unexpected TK_PR_FOREACH "
GrupoG - asl132 - 1 - "Error Line: 3 syntax error, unexpected TK_PR_FOREACH "
GrupoG - asl133 - 1 - "Error Line: 3 syntax error, unexpected ':', expecting TK_IDENTIFICADOR "
GrupoG - asl134 - 1 - "Error Line: 3 syntax error, unexpected '+' "
GrupoG - asl135 - 1 - "Error Line: 3 syntax error, unexpected ')' "
GrupoG - asl136 - 1 - "Error Line: 3 syntax error, unexpected ';' "
GrupoG - asl137 - 1 - "Error Line: 3 syntax error, unexpected '+', expecting ';' "
GrupoG - asl138 - 0 - ""
GrupoG - asl139 - 0 - ""
GrupoG - asl140 - 0 - ""
GrupoG - asl141 - 0 - ""
GrupoG - asl142 - 0 - ""
GrupoG - asl143 - 0 - ""
GrupoG - asl144 - 0 - ""
GrupoG - asl145 - 0 - ""
GrupoG - asl146 - 0 - ""
GrupoG - asl147 - 0 - ""
GrupoG - asl148 - 0 - ""
GrupoG - asl149 - 0 - ""
GrupoG - asl150 - 0 - ""
GrupoG - asl151 - 0 - ""
GrupoG - asl152 - 1 - "Error Line: 3 syntax error, unexpected ';', expecting TK_IDENTIFICADOR "
GrupoG - asl153 - 0 - ""
GrupoG - asl154 - 0 - ""
GrupoG - asl155 - 1 - "Error Line: 3 syntax error, unexpected TK_IDENTIFICADOR, expecting ';' "
GrupoG - asl156 - 1 - "Error Line: 3 syntax error, unexpected TK_IDENTIFICADOR, expecting ';' "
GrupoG - asl157 - 1 - "Error Line: 3 syntax error, unexpected TK_OC_AND, expecting ';' "
GrupoG - asl158 - 1 - "Error Line: 3 syntax error, unexpected TK_OC_OR, expecting ';' "
GrupoG - asl159 - 1 - "Error Line: 2 syntax error, unexpected ' ', expecting TK_LIT_INT "
GrupoG - asl160 - 1 - "Error Line: 5 syntax error, unexpected '+', expecting ';' "
GrupoG - asl161 - 1 - "Error Line: 5 syntax error, unexpected '+', expecting ';' "
GrupoG - asl162 - 1 - "Error Line: 5 syntax error, unexpected TK_OC_AND, expecting ';' "
GrupoG - asl163 - 0 - ""
GrupoG - asl164 - 1 - "Error Line: 4 syntax error, unexpected ';' "
GrupoG - asl165 - 1 - "Error Line: 4 syntax error, unexpected ';', expecting ':' "
GrupoG - asl166 - 1 - "Error Line: 5 syntax error, unexpected TK_OC_NE, expecting ';' "
GrupoG - asl167 - 0 - ""
GrupoG - asl168 - 1 - "Error Line: 5 syntax error, unexpected invalid token, expecting '?' or ':' "
GrupoG - asl169 - 1 - "Error Line: 4 syntax error, unexpected TK_LIT_INT, expecting ';' "
~/ensino/private/comp/e2

GrupoH

~/ensino/private/comp/e2/GrupoH ~/ensino/private/comp/e2
bison -d parser.y
flex scanner.l
gcc main.c lex.yy.c parser.tab.c -o etapa2 -lfl
GrupoH - asl01 - 0 - ""
GrupoH - asl02 - 0 - ""
GrupoH - asl03 - 0 - ""
GrupoH - asl04 - 0 - ""
GrupoH - asl05 - 0 - ""
GrupoH - asl06 - 0 - ""
GrupoH - asl07 - 0 - ""
GrupoH - asl08 - 0 - ""
GrupoH - asl09 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl10 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl11 - 1 - "1 error found. Line of the error: 2 syntax error "
GrupoH - asl12 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl13 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl14 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl15 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl16 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl17 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl18 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl19 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl20 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl21 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl22 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl23 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl24 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl25 - 0 - ""
GrupoH - asl26 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl27 - 0 - ""
GrupoH - asl28 - 0 - ""
GrupoH - asl29 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl30 - 0 - ""
GrupoH - asl31 - 0 - ""
GrupoH - asl32 - 0 - ""
GrupoH - asl33 - 0 - ""
GrupoH - asl34 - 1 - "1 error found. Line of the error: 4 syntax error "
GrupoH - asl35 - 0 - ""
GrupoH - asl36 - 0 - ""
GrupoH - asl37 - 0 - ""
GrupoH - asl38 - 0 - ""
GrupoH - asl39 - 0 - ""
GrupoH - asl40 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl41 - 0 - ""
GrupoH - asl42 - 0 - ""
GrupoH - asl43 - 0 - ""
GrupoH - asl44 - 0 - ""
GrupoH - asl45 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl46 - 0 - ""
GrupoH - asl47 - 0 - ""
GrupoH - asl48 - 0 - ""
GrupoH - asl49 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl50 - 0 - ""
GrupoH - asl51 - 0 - ""
GrupoH - asl52 - 1 - "1 error found. Line of the error: 6 syntax error "
GrupoH - asl53 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl54 - 0 - ""
GrupoH - asl55 - 1 - "1 error found. Line of the error: 4 syntax error "
GrupoH - asl56 - 0 - ""
GrupoH - asl57 - 0 - ""
GrupoH - asl58 - 0 - ""
GrupoH - asl59 - 0 - ""
GrupoH - asl60 - 0 - ""
GrupoH - asl61 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl62 - 1 - "1 error found. Line of the error: 4 syntax error "
GrupoH - asl63 - 1 - "1 error found. Line of the error: 7 syntax error "
GrupoH - asl64 - 1 - "1 error found. Line of the error: 5 syntax error "
GrupoH - asl65 - 1 - "1 error found. Line of the error: 7 syntax error "
GrupoH - asl66 - 1 - "1 error found. Line of the error: 6 syntax error "
GrupoH - asl67 - 1 - "1 error found. Line of the error: 4 syntax error "
GrupoH - asl68 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl69 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl70 - 1 - "1 error found. Line of the error: 5 syntax error "
GrupoH - asl71 - 1 - "1 error found. Line of the error: 5 syntax error "
GrupoH - asl72 - 1 - "1 error found. Line of the error: 4 syntax error "
GrupoH - asl73 - 1 - "1 error found. Line of the error: 4 syntax error "
GrupoH - asl74 - 1 - "1 error found. Line of the error: 4 syntax error "
GrupoH - asl75 - 1 - "1 error found. Line of the error: 4 syntax error "
GrupoH - asl76 - 0 - ""
GrupoH - asl77 - 0 - ""
GrupoH - asl78 - 0 - ""
GrupoH - asl79 - 0 - ""
GrupoH - asl80 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl81 - 0 - ""
GrupoH - asl82 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl83 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl84 - 1 - "1 error found. Line of the error: 2 syntax error "
GrupoH - asl85 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl86 - 0 - ""
GrupoH - asl87 - 1 - "1 error found. Line of the error: 5 syntax error "
GrupoH - asl88 - 1 - "1 error found. Line of the error: 5 syntax error "
GrupoH - asl89 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl90 - 1 - "1 error found. Line of the error: 6 syntax error "
GrupoH - asl91 - 1 - "1 error found. Line of the error: 6 syntax error "
GrupoH - asl92 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl93 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl94 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl95 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl96 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl97 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl98 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl99 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl100 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl101 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl102 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl103 - 0 - ""
GrupoH - asl104 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl105 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl106 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl107 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl108 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl109 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl110 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl111 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl112 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl113 - 1 - "1 error found. Line of the error: 1 syntax error "
GrupoH - asl114 - 0 - ""
GrupoH - asl115 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl116 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl117 - 1 - "1 error found. Line of the error: 2 syntax error "
GrupoH - asl118 - 1 - "1 error found. Line of the error: 2 syntax error "
GrupoH - asl119 - 1 - "1 error found. Line of the error: 3 syntax error "
GrupoH - asl120 - 0 - ""
